date,site,lat,lon,da_raw,modis_sst,beuti,pdo,oni,sst_anom,discharge,modis_flr,pn_log,month,last_observed_da_raw,predicted_da,predicted_category,spike_probability,spike_alert,q05,q50,q95
2022-09-12,Kalaloch,47.58597,-124.37914,,10.39,-18.8,0.81,-0.54,0.44,10697.6,0.0069,1.434,9,0.99,1.17,0,0.031,False,0.0,1.17,4.81
2022-09-19,Kalaloch,47.58597,-124.37914,0.33,10.04,-10.91,0.56,-0.42,-0.2,9514.5,0.01424,1.28,9,0.33,0.0,0,0.023,False,0.0,0.0,1.01
2022-09-26,Kalaloch,47.58597,-124.37914,,9.87,3.98,0.71,-0.28,0.35,10881.4,0.00747,1.819,9,0.33,3.64,0,0.055,False,1.52,3.64,5.46
2022-10-03,Kalaloch,47.58597,-124.37914,,9.3,-7.83,0.97,-0.76,-0.08,5499.4,0.01204,2.106,10,0.33,0.61,0,0.027,False,0.0,0.61,9.06
2022-10-10,Kalaloch,47.58597,-124.37914,0.09,9.39,-7.68,0.55,-0.74,0.22,8561.6,0.0062,1.321,10,0.09,1.82,0,0.036,False,0.0,1.82,2.44
2022-10-17,Kalaloch,47.58597,-124.37914,0.13,9.35,-22.1,0.45,-0.64,0.16,8789.0,0.0083,1.143,10,0.13,0.0,0,0.023,False,0.0,0.0,1.73
2022-10-24,Kalaloch,47.58597,-124.37914,0.34,8.68,-16.43,0.6,-0.82,0.2,6828.1,0.00982,0.617,10,0.34,0.0,0,0.023,False,0.0,0.0,0.07
2022-10-31,Kalaloch,47.58597,-124.37914,,9.2,-8.94,0.4,-0.56,0.05,2738.5,0.00789,1.975,10,0.34,0.0,0,0.023,False,0.0,0.0,1.98
2022-11-07,Kalaloch,47.58597,-124.37914,,8.97,-7.13,0.24,-0.45,0.71,2500.0,0.00583,1.747,11,0.34,0.0,0,0.023,False,0.0,0.0,2.09
2022-11-14,Kalaloch,47.58597,-124.37914,,9.44,-7.5,0.5,-0.23,0.23,3839.2,0.00765,1.895,11,0.34,2.2,0,0.039,False,0.0,2.2,4.05
2022-11-21,Kalaloch,47.58597,-124.37914,,8.38,-6.48,0.49,-0.43,0.05,4301.9,0.0055,1.012,11,0.34,0.01,0,0.023,False,0.0,0.01,0.44
2022-11-28,Kalaloch,47.58597,-124.37914,,9.02,-19.91,0.53,-0.45,0.12,2875.3,0.01547,2.89,11,0.34,1.93,0,0.037,False,0.59,1.93,3.94
2022-12-05,Kalaloch,47.58597,-124.37914,,9.7,0.63,0.7,-0.55,0.05,2500.0,0.00666,1.329,12,0.34,0.0,0,0.023,False,0.0,0.0,3.35
2022-12-12,Kalaloch,47.58597,-124.37914,,9.19,-20.89,0.19,-0.42,-0.27,2982.9,0.0052,1.587,12,0.34,1.13,0,0.03,False,0.0,1.13,6.05
2022-12-19,Kalaloch,47.58597,-124.37914,,9.14,9.55,-0.17,-0.57,-0.0,3449.7,0.0056,2.675,12,0.34,0.43,0,0.026,False,0.0,0.43,2.83
2022-12-26,Kalaloch,47.58597,-124.37914,,9.4,-11.96,0.45,-0.47,0.3,6252.5,0.00633,1.789,12,0.34,0.69,0,0.027,False,0.0,0.69,3.57
2022-01-03,Long Beach,46.55835,-124.06088,,9.33,-15.54,0.67,-1.03,0.76,2500.0,0.00656,2.792,1,0.0,1.88,0,0.036,False,0.0,1.88,3.13
2022-01-10,Long Beach,46.55835,-124.06088,,9.82,-9.45,0.38,-0.72,0.6,5173.9,0.00567,2.701,1,0.0,2.79,0,0.045,False,1.5,2.79,4.68
2022-01-17,Long Beach,46.55835,-124.06088,,9.73,-2.71,0.81,-0.88,0.07,5602.6,0.00628,1.403,1,0.0,1.19,0,0.031,False,0.0,1.19,2.08
2022-01-24,Long Beach,46.55835,-124.06088,,10.46,-0.99,0.17,-0.75,-0.15,2763.8,0.00774,2.438,1,0.0,1.86,0,0.036,False,0.18,1.86,3.29
2022-01-31,Long Beach,46.55835,-124.06088,,11.04,8.37,-0.05,-0.63,0.24,2500.0,0.01103,0.751,1,0.0,0.0,0,0.023,False,0.0,0.0,0.76
2022-02-07,Long Beach,46.55835,-124.06088,,11.1,-8.55,0.76,-0.59,0.21,3555.3,0.00762,1.943,2,0.0,3.81,0,0.057,False,0.36,3.81,7.21
2022-02-14,Long Beach,46.55835,-124.06088,,11.02,2.7,0.57,-0.73,-0.41,3283.8,0.00671,0.087,2,0.0,1.11,0,0.03,False,0.0,1.11,3.93
2022-02-21,Long Beach,46.55835,-124.06088,,11.43,7.65,0.59,-0.78,-0.08,3287.1,0.00595,0.498,2,0.0,2.55,0,0.043,False,0.13,2.55,12.04
2022-02-28,Long Beach,46.55835,-124.06088,,12.0,10.8,0.11,-0.71,0.61,5778.9,0.00902,0.536,2,0.0,4.38,0,0.066,False,2.4,4.38,6.43
2022-03-07,Long Beach,46.55835,-124.06088,,11.93,-2.91,0.65,-0.62,0.17,7417.7,0.00953,3.509,3,0.0,1.79,0,0.035,False,0.25,1.79,5.42
2022-03-14,Long Beach,46.55835,-124.06088,,12.28,17.76,0.47,-0.73,0.2,2879.3,0.0085,4.318,3,0.0,6.53,1,0.107,True,2.94,6.53,13.77
2022-03-21,Long Beach,46.55835,-124.06088,,12.32,18.98,0.52,-0.76,0.53,6822.5,0.01511,4.802,3,0.0,3.74,0,0.057,False,1.78,3.74,7.39
2022-03-28,Long Beach,46.55835,-124.06088,,12.29,17.69,0.95,-0.78,0.11,8398.7,0.01908,5.318,3,0.0,2.03,0,0.038,False,1.07,2.03,3.54
2022-04-04,Long Beach,46.55835,-124.06088,2.79,13.08,4.69,0.71,-0.25,0.43,7014.2,0.01668,5.38,4,2.79,4.81,0,0.073,False,0.0,4.81,7.27
2022-04-11,Long Beach,46.55835,-124.06088,69.84,13.04,19.76,0.36,-0.58,0.19,10703.0,0.01526,5.29,4,69.84,45.88,3,1.0,True,21.87,45.88,68.94
2022-04-18,Long Beach,46.55835,-124.06088,,13.26,11.46,0.73,-0.91,-0.28,9586.2,0.01621,5.48,4,69.84,14.72,1,0.483,True,7.37,14.72,21.17
2022-04-25,Long Beach,46.55835,-124.06088,,13.14,-6.23,1.27,-0.62,0.16,10078.7,0.01925,5.584,4,69.84,10.64,1,0.252,True,6.16,10.64,18.42
2022-05-02,Long Beach,46.55835,-124.06088,20.63,13.61,5.92,0.86,-0.79,0.15,7922.0,0.02492,5.612,5,20.63,19.26,1,0.744,True,11.21,19.26,26.8
2022-05-09,Long Beach,46.55835,-124.06088,3.87,14.55,1.85,1.18,-0.51,0.59,13031.6,0.02434,5.884,5,3.87,9.45,1,0.2,True,5.44,9.45,13.42
2022-05-16,Long Beach,46.55835,-124.06088,67.21,13.88,10.99,0.73,-0.5,0.22,9856.7,0.02437,5.998,5,67.21,40.76,3,0.998,True,20.5,40.76,63.91
2022-05-23,Long Beach,46.55835,-124.06088,5.66,13.92,14.49,0.82,-0.73,0.25,10377.3,0.02474,5.787,5,5.66,11.42,1,0.29,True,6.25,11.42,19.99
2022-05-30,Long Beach,46.55835,-124.06088,,13.53,10.99,0.6,-0.97,0.6,13703.8,0.0237,5.708,5,5.66,4.79,0,0.072,False,2.08,4.79,8.15
2022-06-06,Long Beach,46.55835,-124.06088,4.63,13.71,30.37,1.2,-0.57,0.78,13092.0,0.02212,5.727,6,4.63,5.19,1,0.079,False,2.48,5.19,10.46
2022-06-13,Long Beach,46.55835,-124.06088,,13.59,16.63,0.85,-0.58,1.02,14067.2,0.02624,5.817,6,4.63,15.62,1,0.539,True,9.65,15.62,22.84
2022-06-20,Long Beach,46.55835,-124.06088,46.8,13.1,2.15,0.47,-0.73,0.04,10590.9,0.02629,5.759,6,46.8,30.19,2,0.978,True,16.13,30.19,43.74
2022-06-27,Long Beach,46.55835,-124.06088,23.5,13.32,20.33,0.6,-0.48,-0.2,14205.9,0.02683,5.753,6,23.5,19.52,1,0.756,True,11.73,19.52,28.56
2022-07-04,Long Beach,46.55835,-124.06088,3.25,12.5,13.85,1.11,-0.52,0.73,14110.4,0.01816,5.544,7,3.25,5.77,1,0.091,False,3.69,5.77,10.25
2022-07-11,Long Beach,46.55835,-124.06088,3.41,12.82,-12.12,0.83,-0.63,0.6,12546.5,0.02303,5.502,7,3.41,2.42,0,0.041,False,0.0,2.42,12.04
2022-07-18,Long Beach,46.55835,-124.06088,11.8,12.25,4.8,1.14,-0.71,0.61,13429.2,0.03334,5.369,7,11.8,8.66,1,0.17,True,4.34,8.66,11.8
2022-07-25,Long Beach,46.55835,-124.06088,,12.29,16.49,1.12,-0.77,0.7,14833.1,0.01813,5.185,7,11.8,8.88,1,0.178,True,4.26,8.88,14.01
2022-08-01,Long Beach,46.55835,-124.06088,,12.39,17.32,1.32,-0.64,-0.02,11823.8,0.01502,5.351,8,11.8,10.26,1,0.234,True,5.95,10.26,14.99
2022-08-08,Long Beach,46.55835,-124.06088,,11.79,6.49,0.6,-0.54,1.02,11641.4,0.01406,4.813,8,11.8,6.0,1,0.095,False,0.45,6.0,10.09
2022-08-15,Long Beach,46.55835,-124.06088,1.38,10.91,4.15,0.89,-0.71,-0.13,12642.9,0.01262,4.479,8,1.38,3.92,0,0.059,False,1.15,3.92,5.24
2022-08-22,Long Beach,46.55835,-124.06088,,11.16,6.0,1.01,-0.47,0.01,16299.0,0.00873,3.828,8,1.38,4.54,0,0.068,False,0.89,4.54,7.12
2022-08-29,Long Beach,46.55835,-124.06088,,10.19,1.95,0.5,-0.56,0.57,11667.7,0.01182,1.216,8,1.38,3.75,0,0.057,False,1.87,3.75,10.08
2022-09-05,Long Beach,46.55835,-124.06088,,10.69,-13.66,0.8,-0.41,0.31,11480.1,0.01064,1.626,9,1.38,0.0,0,0.023,False,0.0,0.0,2.42
2022-09-12,Long Beach,46.55835,-124.06088,2.41,9.94,-11.44,0.51,-0.63,-0.49,9933.2,0.00532,0.953,9,2.41,0.0,0,0.023,False,0.0,0.0,1.8
2022-09-19,Long Beach,46.55835,-124.06088,0.58,10.15,-16.49,0.33,-0.67,-0.06,9200.2,0.00589,2.502,9,0.58,0.0,0,0.023,False,0.0,0.0,1.01
2022-09-26,Long Beach,46.55835,-124.06088,0.21,9.91,-15.44,0.1,-0.53,0.58,9574.8,0.00544,2.085,9,0.21,2.87,0,0.046,False,1.69,2.87,4.83
2022-10-03,Long Beach,46.55835,-124.06088,1.06,9.41,-19.99,0.93,-0.58,0.32,7605.0,0.00684,2.255,10,1.06,0.0,0,0.023,False,0.0,0.0,1.45
2022-10-10,Long Beach,46.55835,-124.06088,0.4,9.61,-12.96,0.28,-0.57,0.79,7844.8,0.00704,2.956,10,0.4,0.0,0,0.023,False,0.0,0.0,5.42
2022-10-17,Long Beach,46.55835,-124.06088,0.66,9.55,-16.77,0.54,-0.53,0.98,9795.2,0.00702,1.284,10,0.66,0.0,0,0.023,False,0.0,0.0,10.25
2022-10-24,Long Beach,46.55835,-124.06088,,8.57,-12.57,0.31,-0.58,0.3,6119.3,0.00601,3.585,10,0.66,0.0,0,0.023,False,0.0,0.0,1.73
2022-10-31,Long Beach,46.55835,-124.06088,0.9,8.65,-16.84,0.91,-0.44,0.15,6917.2,0.00835,1.242,10,0.9,0.51,0,0.026,False,0.31,0.51,2.16
2022-11-07,Long Beach,46.55835,-124.06088,,8.89,-11.88,0.94,-0.36,0.32,3868.4,0.0063,2.036,11,0.9,0.0,0,0.023,False,0.0,0.0,5.62
2022-11-14,Long Beach,46.55835,-124.06088,,8.87,-16.05,-0.17,-0.77,-0.31,5817.7,0.007,2.311,11,0.9,1.59,0,0.034,False,0.62,1.59,3.75
2022-11-21,Long Beach,46.55835,-124.06088,,8.62,-22.89,1.2,-0.41,0.49,5989.8,0.00709,0.304,11,0.9,0.0,0,0.023,False,0.0,0.0,2.41
2022-11-28,Long Beach,46.55835,-124.06088,,8.83,-16.65,0.28,-0.39,-0.5,5362.5,0.00557,2.843,11,0.9,0.0,0,0.023,False,0.0,0.0,0.79
2022-12-05,Long Beach,46.55835,-124.06088,0.74,9.16,-21.27,0.64,-0.41,0.0,3618.9,0.00506,2.133,12,0.74,0.0,0,0.023,False,0.0,0.0,4.08
2022-12-12,Long Beach,46.55835,-124.06088,,9.08,-9.19,0.36,-0.39,0.77,5037.9,0.00615,3.415,12,0.74,5.19,1,0.079,False,2.27,5.19,9.14
2022-12-19,Long Beach,46.55835,-124.06088,,9.5,-1.62,0.03,-0.61,-0.03,2500.0,0.00591,2.944,12,0.74,3.83,0,0.058,False,2.61,3.83,10.01
2022-12-26,Long Beach,46.55835,-124.06088,,9.49,-17.68,0.36,-0.86,0.07,2500.0,0.00825,2.709,12,0.74,0.0,0,0.023,False,0.0,0.0,4.55
2022-01-03,Newport,44.6,-124.05,,9.45,-7.48,0.15,-0.76,0.03,4716.1,0.00521,1.856,1,0.0,1.43,0,0.033,False,0.21,1.43,2.59
2022-01-10,Newport,44.6,-124.05,,9.01,-4.16,0.67,-0.81,-0.11,2500.0,0.00541,2.782,1,0.0,0.0,0,0.023,False,0.0,0.0,3.77
2022-01-17,Newport,44.6,-124.05,0.33,9.78,0.6,0.36,-0.74,0.87,2536.0,0.01735,0.702,1,0.33,0.89,0,0.029,False,0.0,0.89,5.99
2022-01-24,Newport,44.6,-124.05,,10.08,-10.41,-0.0,-0.49,-0.06,4576.1,0.0073,1.78,1,0.33,0.98,0,0.029,False,0.0,0.98,2.55
2022-01-31,Newport,44.6,-124.05,,9.49,4.83,0.49,-0.93,-0.2,2500.0,0.00656,0.448,1,0.33,1.7,0,0.035,False,0.0,1.7,2.79
2022-02-07,Newport,44.6,-124.05,,10.18,2.65,0.27,-0.8,0.05,4265.6,0.00754,0.06,2,0.33,0.0,0,0.023,False,0.0,0.0,0.01
2022-02-14,Newport,44.6,-124.05,,11.0,8.3,1.03,-0.83,0.54,2500.0,0.00729,1.048,2,0.33,1.19,0,0.031,False,0.83,1.19,3.35
2022-02-21,Newport,44.6,-124.05,,11.36,-6.62,0.55,-0.46,0.73,3407.9,0.00556,1.66,2,0.33,0.0,0,0.023,False,0.0,0.0,1.3
2022-02-28,Newport,44.6,-124.05,,11.03,14.32,0.36,-0.63,0.15,2500.0,0.00591,2.438,2,0.33,2.98,0,0.047,False,0.0,2.98,6.34
2022-03-07,Newport,44.6,-124.05,,12.19,10.38,1.05,-0.64,0.12,4881.3,0.00838,2.892,3,0.33,3.98,0,0.06,False,0.0,3.98,5.87
2022-03-14,Newport,44.6,-124.05,,11.92,-0.96,0.02,-0.81,0.79,6165.5,0.00929,3.847,3,0.33,6.37,1,0.104,True,4.26,6.37,14.35
2022-03-21,Newport,44.6,-124.05,0.86,12.38,-7.27,0.31,-0.8,-0.41,3126.9,0.01264,4.765,3,0.86,3.19,0,0.05,False,0.0,3.19,5.09
2022-03-28,Newport,44.6,-124.05,15.04,12.51,14.29,1.08,-0.62,0.64,6244.9,0.01182,4.657,3,15.04,13.21,1,0.39,True,6.0,13.21,18.7
2022-04-04,Newport,44.6,-124.05,,12.69,1.94,0.9,-0.37,0.21,6463.7,0.0141,4.442,4,15.04,8.72,1,0.172,True,3.05,8.72,13.63
2022-04-11,Newport,44.6,-124.05,2.47,12.85,21.85,0.62,-0.76,0.26,5467.5,0.01924,5.045,4,2.47,4.56,0,0.068,False,2.95,4.56,8.09
2022-04-18,Newport,44.6,-124.05,,12.68,4.59,1.01,-0.57,0.78,7802.8,0.01708,4.834,4,2.47,3.84,0,0.058,False,0.61,3.84,5.78
2022-04-25,Newport,44.6,-124.05,,13.55,17.16,0.85,-0.77,-0.32,10031.6,0.0191,4.876,4,2.47,3.45,0,0.053,False,0.0,3.45,5.49
2022-05-02,Newport,44.6,-124.05,,12.83,14.05,0.73,-0.87,-0.17,8580.9,0.02001,4.867,5,2.47,4.78,0,0.072,False,1.54,4.78,6.87
2022-05-09,Newport,44.6,-124.05,30.7,13.65,22.83,0.83,-0.79,0.44,12186.9,0.02203,5.071,5,30.7,19.05,1,0.734,True,10.49,19.05,30.15
2022-05-16,Newport,44.6,-124.05,1.9,12.97,8.04,0.43,-0.63,0.57,11873.0,0.02002,4.952,5,1.9,2.05,0,0.038,False,0.0,2.05,7.09
2022-05-23,Newport,44.6,-124.05,,13.74,18.28,0.9,-0.48,0.2,10447.0,0.02131,5.64,5,1.9,7.0,1,0.119,True,3.81,7.0,11.18
2022-05-30,Newport,44.6,-124.05,,13.67,-3.09,0.51,-0.78,0.63,13205.7,0.02543,5.782,5,1.9,19.29,1,0.745,True,10.51,19.29,30.46
2022-06-06,Newport,44.6,-124.05,25.85,13.07,16.42,0.75,-0.5,0.25,11578.4,0.02518,5.301,6,25.85,22.64,2,0.871,True,12.64,22.64,35.66
2022-06-13,Newport,44.6,-124.05,15.49,13.27,18.37,0.87,-0.92,0.21,9132.4,0.02096,5.266,6,15.49,14.99,1,0.499,True,5.46,14.99,20.91
2022-06-20,Newport,44.6,-124.05,,12.96,11.11,1.1,-0.58,0.39,14150.2,0.02099,4.918,6,15.49,13.58,1,0.412,True,8.58,13.58,28.62
2022-06-27,Newport,44.6,-124.05,,12.77,14.19,0.39,-0.57,0.38,13890.8,0.01859,5.345,6,15.49,9.41,1,0.198,True,5.16,9.41,17.78
2022-07-04,Newport,44.6,-124.05,1.7,12.28,10.64,0.65,-0.67,0.31,12032.3,0.02304,4.777,7,1.7,2.71,0,0.044,False,0.12,2.71,4.24
2022-07-11,Newport,44.6,-124.05,,11.96,12.5,1.16,-0.31,0.8,14743.8,0.01715,4.825,7,1.7,0.57,0,0.026,False,0.0,0.57,1.36
2022-07-18,Newport,44.6,-124.05,11.0,11.82,8.45,1.36,-0.4,0.83,14424.3,0.02061,4.588,7,11.0,8.68,1,0.171,True,4.44,8.68,12.02
2022-07-25,Newport,44.6,-124.05,1.72,11.54,4.63,0.54,-0.49,0.2,10447.6,0.02121,4.503,7,1.72,6.33,1,0.103,True,0.66,6.33,8.85
2022-08-01,Newport,44.6,-124.05,6.95,11.24,6.59,0.93,-0.7,0.96,13462.5,0.0134,4.425,8,6.95,7.39,1,0.13,True,0.66,7.39,13.98
2022-08-08,Newport,44.6,-124.05,0.83,10.84,2.0,0.71,-0.5,0.56,12798.5,0.01122,4.78,8,0.83,1.65,0,0.034,False,1.04,1.65,4.06
2022-08-15,Newport,44.6,-124.05,,10.84,-6.21,1.18,-0.61,0.01,12895.2,0.00926,3.697,8,0.83,5.24,1,0.08,False,2.78,5.24,11.51
2022-08-22,Newport,44.6,-124.05,,11.3,-1.86,1.07,-0.33,0.82,11540.3,0.00972,3.539,8,0.83,1.03,0,0.03,False,0.68,1.03,5.46
2022-08-29,Newport,44.6,-124.05,,10.09,-0.63,0.69,-0.52,0.33,11406.2,0.00684,1.891,8,0.83,3.46,0,0.053,False,1.77,3.46,7.33
2022-09-05,Newport,44.6,-124.05,,10.24,-3.93,0.7,-0.54,0.44,10451.3,0.00801,1.379,9,0.83,3.14,0,0.049,False,1.0,3.14,7.6
2022-09-12,Newport,44.6,-124.05,2.34,9.93,-12.46,0.92,-0.71,1.02,7867.7,0.00534,3.22,9,2.34,4.24,0,0.064,False,0.0,4.24,5.65
2022-09-19,Newport,44.6,-124.05,,9.85,-21.12,1.13,-0.51,0.21,9279.3,0.00595,1.75,9,2.34,4.0,0,0.06,False,0.0,4.0,6.39
2022-09-26,Newport,44.6,-124.05,0.32,9.0,-14.78,0.57,-0.53,0.52,9356.5,0.00706,1.932,9,0.32,2.14,0,0.039,False,1.27,2.14,5.85
2022-10-03,Newport,44.6,-124.05,,8.95,-11.75,0.82,-0.83,0.32,8795.4,0.01008,2.828,10,0.32,0.0,0,0.023,False,0.0,0.0,0.03
2022-10-10,Newport,44.6,-124.05,,8.6,0.6,0.41,-0.59,-0.19,9679.6,0.00712,3.5,10,0.32,0.0,0,0.023,False,0.0,0.0,0.1
2022-10-17,Newport,44.6,-124.05,0.38,8.81,-17.06,0.95,-0.91,0.37,7197.5,0.0088,2.652,10,0.38,0.0,0,0.023,False,0.0,0.0,5.73
2022-10-24,Newport,44.6,-124.05,,8.86,-25.0,0.49,-0.3,0.44,6172.1,0.00832,2.04,10,0.38,0.5,0,0.026,False,0.0,0.5,4.11
2022-10-31,Newport,44.6,-124.05,,7.96,-25.0,0.8,-0.45,0.23,8275.0,0.0088,2.052,10,0.38,2.61,0,0.043,False,0.0,2.61,4.35
2022-11-07,Newport,44.6,-124.05,,8.62,-15.95,1.2,-0.38,0.05,5831.0,0.00641,2.375,11,0.38,0.87,0,0.028,False,0.0,0.87,4.63
2022-11-14,Newport,44.6,-124.05,,8.71,-15.81,0.31,-0.2,-0.22,5184.5,0.01752,1.473,11,0.38,2.48,0,0.042,False,0.94,2.48,7.97
2022-11-21,Newport,44.6,-124.05,,8.13,-8.15,0.76,-0.34,0.72,7005.5,0.01169,1.613,11,0.38,2.38,0,0.041,False,0.0,2.38,4.22
2022-11-28,Newport,44.6,-124.05,,8.24,-7.94,0.21,-0.58,-0.49,3512.3,0.00506,3.547,11,0.38,1.37,0,0.032,False,0.22,1.37,1.9
2022-12-05,Newport,44.6,-124.05,,8.55,-10.16,0.55,-0.51,0.03,4053.7,0.00792,1.723,12,0.38,2.31,0,0.04,False,0.0,2.31,11.13
2022-12-12,Newport,44.6,-124.05,,9.18,-15.08,0.68,-0.43,0.03,4448.5,0.00991,1.485,12,0.38,0.0,0,0.023,False,0.0,0.0,1.27
2022-12-19,Newport,44.6,-124.05,,9.47,-2.1,0.37,-0.46,0.23,4091.9,0.01019,2.176,12,0.38,0.0,0,0.023,False,0.0,0.0,0.34
2022-12-26,Newport,44.6,-124.05,,9.57,-8.35,-0.03,-0.42,-0.43,3849.5,0.01118,0.997,12,0.38,0.26,0,0.024,False,0.0,0.26,2.37
2022-01-03,Quinault,47.28439,-124.23612,,10.05,-13.47,-0.17,-0.8,-0.17,4259.1,0.00735,2.378,1,0.0,0.07,0,0.023,False,0.0,0.07,4.48
2022-01-10,Quinault,47.28439,-124.23612,,10.08,-8.39,0.52,-0.45,0.28,3373.5,0.00549,1.35,1,0.0,0.0,0,0.023,False,0.0,0.0,0.75
2022-01-17,Quinault,47.28439,-124.23612,,10.13,3.3,0.75,-0.85,0.13,2500.0,0.00884,2.42,1,0.0,0.71,0,0.027,False,0.0,0.71,1.87
2022-01-24,Quinault,47.28439,-124.23612,,9.97,10.42,0.59,-0.79,0.35,2500.0,0.00711,0.168,1,0.0,2.35,0,0.041,False,1.59,2.35,3.91
2022-01-31,Quinault,47.28439,-124.23612,,10.86,3.8,0.49,-0.94,-0.34,6192.5,0.009,3.295,1,0.0,0.0,0,0.023,False,0.0,0.0,14.36
2022-02-07,Quinault,47.28439,-124.23612,,11.11,10.81,-0.06,-0.53,-0.09,2980.2,0.00987,1.621,2,0.0,3.3,0,0.051,False,1.23,3.3,5.0
2022-02-14,Quinault,47.28439,-124.23612,,11.77,-2.72,0.03,-0.79,-0.44,3718.7,0.00558,1.861,2,0.0,5.33,1,0.082,False,1.85,5.33,9.62
2022-02-21,Quinault,47.28439,-124.23612,,11.61,-3.31,1.28,-0.74,0.52,4286.7,0.00571,1.193,2,0.0,3.36,0,0.052,False,1.69,3.36,12.2
2022-02-28,Quinault,47.28439,-124.23612,,12.41,-14.09,-0.09,-0.92,-0.51,5062.4,0.0056,3.408,2,0.0,2.36,0,0.041,False,0.0,2.36,3.57
2022-03-07,Quinault,47.28439,-124.23612,,12.56,19.41,0.78,-0.9,0.1,5971.9,0.00972,2.824,3,0.0,5.17,1,0.079,False,1.7,5.17,17.44
2022-03-14,Quinault,47.28439,-124.23612,,12.44,20.42,0.26,-0.63,0.34,5294.5,0.00837,3.498,3,0.0,10.54,1,0.247,True,5.07,10.54,23.03
2022-03-21,Quinault,47.28439,-124.23612,,13.09,9.65,0.45,-0.56,-0.1,4199.7,0.01274,3.98,3,0.0,0.0,0,0.023,False,0.0,0.0,6.48
2022-03-28,Quinault,47.28439,-124.23612,,13.34,12.16,0.53,-0.51,1.07,7898.8,0.01262,4.206,3,0.0,7.17,1,0.124,True,1.1,7.17,10.27
2022-04-04,Quinault,47.28439,-124.23612,,13.32,3.39,0.78,-0.96,0.72,8193.4,0.01398,4.365,4,0.0,5.55,1,0.086,False,2.74,5.55,10.37
2022-04-11,Quinault,47.28439,-124.23612,,13.15,19.5,0.63,-0.57,0.4,4531.5,0.01487,4.582,4,0.0,2.66,0,0.044,False,0.93,2.66,7.78
2022-04-18,Quinault,47.28439,-124.23612,,13.33,-0.18,0.4,-0.53,-0.22,12635.0,0.0193,5.326,4,0.0,7.07,1,0.121,True,4.4,7.07,22.22
2022-04-25,Quinault,47.28439,-124.23612,,13.73,7.5,0.2,-0.53,-0.06,9640.5,0.01741,5.121,4,0.0,2.72,0,0.044,False,1.32,2.72,4.17
2022-05-02,Quinault,47.28439,-124.23612,,14.01,26.19,0.91,-0.9,0.07,9477.3,0.02562,4.868,5,0.0,16.01,1,0.563,True,10.02,16.01,26.29
2022-05-09,Quinault,47.28439,-124.23612,,14.12,22.11,1.13,-0.5,0.27,11343.1,0.02093,4.959,5,0.0,13.83,1,0.427,True,7.34,13.83,20.05
2022-05-16,Quinault,47.28439,-124.23612,10.89,13.97,-0.63,0.43,-0.5,0.16,11926.3,0.02543,5.421,5,10.89,7.73,1,0.14,True,4.72,7.73,10.89
2022-05-23,Quinault,47.28439,-124.23612,3.11,13.56,29.24,0.69,-0.63,0.44,8477.7,0.02454,5.066,5,3.11,6.96,1,0.118,True,4.12,6.96,10.9
2022-05-30,Quinault,47.28439,-124.23612,3.43,13.85,25.98,0.62,-0.43,1.17,11247.3,0.0262,5.852,5,3.43,8.09,1,0.151,True,3.17,8.09,15.54
2022-06-06,Quinault,47.28439,-124.23612,,13.64,2.61,0.48,-0.79,-0.58,10344.8,0.02334,5.028,6,3.43,13.57,1,0.412,True,8.1,13.57,20.32
2022-06-13,Quinault,47.28439,-124.23612,,13.6,19.15,0.45,-0.57,0.25,13198.6,0.02245,5.152,6,3.43,8.82,1,0.176,True,5.42,8.82,14.12
2022-06-20,Quinault,47.28439,-124.23612,,13.31,7.85,0.68,-0.79,0.59,14272.1,0.01964,5.36,6,3.43,6.78,1,0.114,True,4.27,6.78,25.01
2022-06-27,Quinault,47.28439,-124.23612,1.71,13.09,3.9,0.88,-0.56,0.62,15885.8,0.01871,5.01,6,1.71,4.57,0,0.069,False,0.87,4.57,7.56
2022-07-04,Quinault,47.28439,-124.23612,,13.27,-5.2,-0.24,-0.73,0.38,13485.8,0.01882,5.108,7,1.71,5.87,1,0.093,False,3.75,5.87,10.65
2022-07-11,Quinault,47.28439,-124.23612,38.35,13.07,10.79,1.12,-0.42,1.0,13972.6,0.01698,5.243,7,38.35,24.21,2,0.909,True,13.48,24.21,35.39
2022-07-18,Quinault,47.28439,-124.23612,,12.93,-5.31,0.91,-0.64,0.37,14873.2,0.01523,4.681,7,38.35,6.18,1,0.099,False,3.1,6.18,9.7
2022-07-25,Quinault,47.28439,-124.23612,1.86,12.75,3.89,0.87,-0.64,0.56,12911.6,0.01507,4.725,7,1.86,0.0,0,0.023,False,0.0,0.0,3.57
2022-08-01,Quinault,47.28439,-124.23612,,12.33,-10.34,0.83,-0.67,0.81,10368.8,0.01243,4.779,8,1.86,2.4,0,0.041,False,0.15,2.4,11.48
2022-08-08,Quinault,47.28439,-124.23612,0.96,11.68,-21.29,1.0,-0.4,-0.28,11790.3,0.02822,4.165,8,0.96,0.85,0,0.028,False,0.0,0.85,3.45
2022-08-15,Quinault,47.28439,-124.23612,1.7,11.49,-8.81,0.38,-0.42,0.41,11933.9,0.01059,3.938,8,1.7,0.8,0,0.028,False,0.49,0.8,5.43
2022-08-22,Quinault,47.28439,-124.23612,,11.04,-2.4,0.38,-0.33,0.12,13382.1,0.01753,3.131,8,1.7,3.2,0,0.05,False,1.67,3.2,4.48
