channel,date,path,status,message
chla,2010-12-05,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101205.nc,OK,ok
chla,2010-12-04,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101204.nc,OK,ok
chla,2010-12-06,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101206.nc,OK,ok
chla,2010-12-07,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101207.nc,OK,ok
chla,2010-12-08,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101208.nc,OK,ok
chla,2010-12-09,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101209.nc,OK,ok
chla,2010-12-10,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101210.nc,OK,ok
chla,2010-12-11,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101211.nc,OK,ok
chla,2010-12-12,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101212.nc,OK,ok
chla,2010-12-13,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101213.nc,OK,ok
chla,2010-12-14,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101214.nc,OK,ok
chla,2010-12-15,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101215.nc,OK,ok
chla,2010-12-16,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101216.nc,OK,ok
chla,2010-12-17,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101217.nc,OK,ok
chla,2010-12-19,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101219.nc,OK,ok
chla,2010-12-18,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101218.nc,OK,ok
chla,2010-12-20,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101220.nc,OK,ok
chla,2010-12-21,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101221.nc,OK,ok
chla,2010-12-22,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101222.nc,OK,ok
chla,2010-12-23,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101223.nc,OK,ok
chla,2010-12-25,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101225.nc,OK,ok
chla,2010-12-24,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101224.nc,OK,ok
chla,2010-12-26,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101226.nc,OK,ok
chla,2010-12-27,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101227.nc,OK,ok
chla,2010-12-28,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101228.nc,OK,ok
chla,2010-12-29,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101229.nc,OK,ok
chla,2010-12-30,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101230.nc,OK,ok
chla,2010-12-31,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101231.nc,OK,ok
